-1495,-152,15610,231,6,15682
-497,753,16451,229,4,16475
-1535,-171,15630,232,6,15706
-464,678,16653,230,4,16673
-1526,-165,15628,233,6,15703
-445,688,16485,231,4,16505
-1568,-183,15644,234,6,15723
-539,716,16614,232,4,16638
-1502,-187,15640,235,6,15713
-465,588,16520,233,4,16537
-485,759,16502,234,4,16526
-1455,-207,15626,237,6,15694
-499,641,16546,235,4,16565
-411,596,16431,236,4,16446
-1434,-183,15620,239,6,15686
-522,681,16446,237,4,16468
-1493,-237,15609,240,6,15682
-1461,-136,15564,241,6,15633
-481,655,16573,239,4,16592
-1515,-191,15590,242,6,15664
-466,682,16634,240,4,16654
-505,703,16495,241,4,16517
-1519,-208,15672,244,6,15746
-470,664,16426,242,4,16446
-525,683,16456,243,4,16478
-1450,-216,15651,246,6,15719
-481,690,16504,244,4,16525
-1501,-130,15664,247,6,15736
-504,622,16473,245,4,16492
-542,692,16563,246,4,16586
-539,661,16477,247,4,16499
-499,696,16417,248,4,16439
-461,588,16466,249,4,16482
-1501,-201,15584,252,6,15657
-513,709,16429,250,4,16452
-500,698,16435,251,4,16457
-1539,-160,15696,254,6,15772
-1522,-166,15610,255,6,15684
-535,663,16502,253,4,16523
-498,750,16484,254,4,16508
-1505,-147,15579,1,6,15652
-1138,258,15968,24,5,16010
-369,644,16531,255,4,16547
-1445,-177,15614,3,6,15681
-503,734,16476,2,4,16500
-1451,-172,15579,5,6,15647
-521,662,16354,3,4,16375
-1512,-163,15557,6,6,15631
-475,680,16425,4,4,16445
-1485,-185,15624,7,6,15695
-532,709,16532,5,4,16555
-1477,-219,15604,8,6,15675
-471,658,16514,6,4,16533
-1541,-166,15565,9,6,15641
-468,645,16394,7,4,16413
-1567,-195,15650,10,6,15729
-466,683,16515,8,4,16535
-1461,-237,15608,11,6,15678
-434,648,16542,9,4,16560
-1451,-189,15542,12,6,15610
-1213,267,16001,35,5,16049
-446,764,16507,10,4,16530
-428,712,16525,11,4,16545
-1457,-144,15610,14,6,15678
-449,611,16427,12,4,16444
-1559,-174,15623,15,6,15701
-1149,277,15936,38,5,15979
-486,664,16553,13,4,16573
-1588,-229,15612,16,6,15694
-483,637,16451,14,4,16470
-486,568,16424,15,4,16441
-1543,-157,15596,18,6,15672
-518,648,16460,16,4,16480
-477,651,16560,17,4,16579
-1475,-179,15636,20,6,15706
-464,669,16508,18,4,16528
-1526,-199,15562,21,6,15637
-429,651,16531,19,4,16549
-1501,-165,15574,22,6,15647
-483,621,16406,20,4,16424
-460,672,16461,21,4,16481
-494,612,16616,22,4,16634
-1427,-211,15612,25,6,15678
-1214,264,16054,48,5,16102
-878,-118,16024,251,7,16048
-1522,-213,15600,26,6,15675
-492,657,16453,24,4,16473
-1505,-135,15604,27,6,15676
-521,668,16470,25,4,16491
-1524,-129,15606,28,6,15680
-428,680,16456,26,4,16475
-1504,-163,15587,30,6,15660
-451,692,16556,28,4,16576
-1573,-152,15596,31,6,15675
-416,689,16437,29,4,16456
-845,-36,16043,1,7,16065
-407,644,16666,30,4,16683
-513,592,16526,31,4,16544
-845,-172,16099,3,7,16122
-1437,-157,15627,34,6,15693
-459,650,16521,32,4,16540
-866,-50,16085,4,7,16108
-1587,-185,15834,35,6,15914
-523,688,16472,33,4,16494
-828,-123,16013,5,7,16034
-1502,-165,15663,36,6,15735
-1169,279,16019,59,5,16064
-435,675,16497,34,4,16516
-451,777,16533,35,4,16557
-431,660,16417,36,4,16435
-827,-124,16032,8,7,16053
-1515,-139,15555,39,6,15629
-463,715,16513,37,4,16534
-1483,-181,15624,40,6,15695
-526,613,16676,38,4,16695
-1464,-173,15646,41,6,15715
-474,627,16457,39,4,16475
-557,692,16531,40,4,16554
-1493,-207,15594,43,6,15666
-1178,266,16064,66,5,16109
-389,629,16756,41,4,16772
-787,-93,16038,13,7,16057
-1524,-197,15594,44,6,15669
-858,-104,15979,14,7,16002
-471,674,16515,43,4,16535
-836,-70,15984,15,7,16006
-1406,-182,15787,46,6,15850
-456,669,16567,44,4,16586
-859,-157,16059,16,7,16082
-514,698,16496,45,4,16518
-850,-89,16041,17,7,16063
-491,755,16532,46,4,16556
-871,-133,16004,18,7,16028
-1552,-203,15665,49,6,15743
-472,688,16538,47,4,16559
-1446,-243,15668,50,6,15736
-426,713,16504,48,4,16524
-846,-126,15982,20,7,16004
-1473,-177,15584,51,6,15654
-835,-129,15950,21,7,15972
-1480,-170,15596,52,6,15666
-516,706,16459,50,4,16482
-873,-106,16072,22,7,16096
-1297,-105,15638,53,6,15692
-452,741,16584,51,4,16606
-885,-87,16054,23,7,16078
-492,689,16491,52,4,16512
-844,-183,16065,24,7,16088
-1480,-153,15604,55,6,15674
-433,634,16531,53,4,16548
-848,-145,16039,25,7,16062
-521,693,16571,54,4,16593
-836,-143,16074,26,7,16096
-480,750,16555,55,4,16578
-550,702,16523,56,4,16547
-474,669,16496,103,4,16516
-619,-102,16038,75,7,16050
-1515,-209,15525,106,6,15600
-457,649,16523,104,4,16542
-917,-148,16056,76,7,16082
-402,714,16513,105,4,16533
-863,-161,16080,77,7,16103
-1514,-182,15628,108,6,15702
-443,667,16339,106,4,16358
-777,-98,16022,78,7,16041
-459,782,16504,107,4,16528
-842,-47,16004,79,7,16026
-1493,-124,15589,110,6,15660
-443,720,16488,108,4,16509
-911,-180,16042,80,7,16068
-477,605,16478,109,4,16496
-826,-179,16099,81,7,16121
-449,675,16515,110,4,16534
-1542,-129,15649,113,6,15725
-1222,262,16068,136,5,16116
-493,656,16525,111,4,16545
-793,-138,15996,83,7,16016
-1434,-166,15621,114,6,15687
-513,721,16478,112,4,16501
-888,-98,15957,84,7,15981
-1501,-182,15590,115,6,15663
-439,656,16467,113,4,16485
-891,-101,16020,85,7,16045
-515,766,16525,114,4,16550
-823,-108,16044,86,7,16065
-1499,-137,15521,117,6,15593
-431,633,16445,115,4,16462
-842,-153,16098,87,7,16120
-449,667,16612,116,4,16631
-837,-97,16059,88,7,16081
-402,720,16484,117,4,16504
-901,-65,16194,89,7,16219
-399,739,16433,118,4,16454
-469,672,16476,119,4,16496
-907,-70,16000,91,7,16025
-1473,-209,15624,122,6,15694
-1147,455,16072,145,5,16119
-496,649,16527,120,4,16547
-833,-134,16112,92,7,16134
-1490,-168,15617,123,6,15688
-506,711,16512,121,4,16535
-545,696,16471,122,4,16494
-875,-171,15986,94,7,16010
-1510,-187,15618,125,6,15691
-527,689,16364,123,4,16386
-864,-112,16089,95,7,16112
-1504,-161,15646,126,6,15718
-530,664,16494,124,4,16515
-837,-104,16176,96,7,16197
-1501,-176,15602,127,6,15675
-583,666,16471,126,4,16494
-1522,-116,15584,129,6,15658
-385,734,16612,127,4,16632
-1454,-167,15604,130,6,15672
-1224,266,15996,153,5,16044
-506,660,16530,128,4,16550
-522,603,16433,129,4,16452
-1451,-220,15609,132,6,15677
-405,620,16438,130,4,16454
-800,-84,15980,102,7,16000
-1508,-115,15728,133,6,15800
-474,695,16517,131,4,16538
-879,-106,16086,103,7,16110
-1458,-210,15604,134,6,15673
-1197,258,16010,157,5,16056
-401,675,16553,132,4,16571
-918,-117,16108,104,7,16134
-1493,-141,15554,135,6,15626
-518,742,16504,133,4,16528
